sample_id,drug_name,category,form,manufacturer,batch_number,expiry_date,price,distribution_channel,manufacturing_country,active_ingredient_pct,impurity_level,dissolution_rate,ph_level,spectral_diff,barcode_valid,hologram_quality,print_quality,package_seal_quality,label_text_errors,weight_variation_pct,is_fake
MED000438,Lorapril 15,Antibiotic,Cream,Amgen,59423186,03/2034,128.37,Unknown Source,India,55.81096151187984,0.5249629261070621,89.85575786069015,6.19742037422808,20.692958138696437,True,6.3,3.9,6.1,2.0,6.656857408326628,False
MED000439,Valdipine,Cardiovascular,Injection,Abbott,2770442,05/2028,79.55,Direct from Distributor,China,111.52766036000793,0.41282539208727465,90.13978457453777,7.288745777256157,0.0,True,9.8,7.9,8.9,0.0,0.9988055738584999,False
MED000440,Tamvastatin,Hormone,Gel,Amgen,391491,08/2026,136.16,Street Vendor,China,102.40874005311483,0.48245907367206026,95.79759723780883,6.481492912709278,1.077709984207994,True,8.1,9.1,9.2,0.0,1.2657995225426784,False
MED000441,Wzdfkxwo,Antiviral,Cream,Bayer,K981932,11/2028,72.87,Street Vendor,Nigeria,60.769210284961794,5.710305179344877,60.87506421036877,7.626513567679567,10.03352754894655,False,9.1,3.8,4.6,1.0,5.313064444892344,True
MED000442,Rifmycin,Antihistamine,Gel,AstraZeneca,Z705320,05/2027,90.31,Unknown Source,India,46.52341410257505,2.2631352843643375,100.0,6.327535282885276,12.798144122168699,False,1.9,4.9,6.6,6.0,5.564534699439905,True
MED000443,Oxyoxacin,Antipsychotic,Cream,Boehringer Ingelheim,06521927,01/2024,133.6,Hospital Pharmacy,Germany,98.0080813464829,0.0,91.11506796418348,7.240848704785202,1.2985868976720079,True,8.8,8.4,9.7,1.0,-0.6805109715438158,False
MED000444,Qqqhsf®,Antidiabetic,Gel,Roche,R64920,07/2034,150.13,Official Pharmacy,USA,91.74934235028304,0.6653595615031942,94.86892138148622,7.1264277305439565,0.7434395437121,True,8.4,9.5,7.5,1.0,0.5954098377198164,False
MED000445,Wprvvkc®,Antibiotic,Tablet,Abbott,36999056,07/2026,91.25,Online Pharmacy (Verified),Switzerland,89.67932403576172,0.7346905299695069,96.78761022231475,7.785954635604287,3.706762961781676,True,8.2,9.6,8.9,0.0,1.6096448589893053,False
MED000446,Paratidine®,Antibiotic,Gel,Bayer,B85364,02/2026,81.13,Official Pharmacy,China,91.9894229686141,0.560112315706968,91.74319392799475,6.631909277152328,3.279429827174134,True,9.0,6.6,8.8,0.0,0.5709980117313241,False
MED000447,Oxymycin,Antihistamine,Gel,Boehringer Ingelheim,152637082,06/2027,77.16,Online Pharmacy (Verified),India,111.7581587504031,0.23467870464035617,94.04993096132047,6.9403106921205096,1.8376732716245685,True,8.9,10.0,9.0,1.0,0.0299498889359327,False
MED000448,Gcadyaoe 12,Antiviral,Tablet,Boehringer Ingelheim,Q90231,05/2026,18.55,Online Pharmacy (Verified),Germany,99.75314190017889,0.0,91.6121754882739,6.475013236228692,4.930975083318282,True,7.5,8.0,8.6,0.0,0.17784923310823691,False
MED000449,Amoxacin®,Hormone,Tablet,Abbott,3026255,11/2027,120.35,Direct from Distributor,China,100.87937729352305,0.2751030935111727,89.09502723807942,7.279760643082648,0.20650185813216915,True,8.3,9.6,9.4,0.0,1.1078257141515635,False
MED000450,Azadronate,Cardiovascular,Ointment,Eli Lilly,B511375,11/2027,72.73,Hospital Pharmacy,Unknown,74.75691678305412,5.046089311559944,76.51215871946503,3.597684090780781,24.765224155096455,False,4.4,1.0,9.5,3.0,9.908094470708209,True
MED000451,Ketomycin,Antihistamine,Gel,AstraZeneca,Q2661072,05/2028,26.0,Online Pharmacy (Verified),China,96.67804172563581,0.5799129494000834,93.00727327853163,7.2833796570433105,1.6368557603576002,True,9.2,8.6,9.6,1.0,0.23259999360316258,False
MED000452,Azaformin,Antidiabetic,Cream,Amgen,564216772,02/2028,40.39,Street Vendor,USA,84.96215712746877,0.9781975424772851,56.405406705040086,6.946594713131885,5.828744649967252,False,4.7,5.3,6.5,6.0,-3.1660011620603665,True
MED000453,Glizole,Painkiller,Injection,Merck,859240,06/2028,134.03,Hospital Pharmacy,India,102.38141469343704,0.9503702211447201,91.94080159019994,6.51648544496493,1.9745087229074696,True,9.0,9.3,8.9,0.0,0.9908942159479306,False
MED000454,Bzmxbgc,Cardiovascular,Capsule,Pfizer,9279747,11/2027,71.83,Online Pharmacy (Verified),Mexico,99.22917463999639,0.6249312799966498,92.43681150996031,5.48494717253863,1.2379566410576766,True,8.3,8.5,9.7,1.0,0.40718111734477547,False
MED000455,Flusartan,Antibiotic,Tablet,Eli Lilly,371372710,06/2034,99.8,Online Pharmacy (Unverified),Switzerland,94.0050754145469,0.0,82.60444206014276,6.402367867827901,0.0,True,7.6,10.0,9.3,0.0,0.22597032264814343,False
MED000456,Methsartan,Antihistamine,Syrup,Abbott,F97106,01/2026,134.26,Official Pharmacy,UK,90.64079330543174,0.4675685001845671,85.58985021198741,5.814855184754983,0.6557081997748866,True,9.8,7.9,8.8,0.0,1.0918223762023938,False
MED000457,Qwwjjhvtt®,Hormone,Cream,Johnson & Johnson,256802427,10/2027,111.2,Official Pharmacy,Germany,88.98897425598885,0.5589324057142296,84.06490828528597,6.501726720399236,4.400262747290512,True,9.2,9.8,9.1,0.0,1.6794406181953239,False
MED000458,Xovdmwh,Cardiovascular,Injection,Abbott,T94898,05/2026,40.45,Online Pharmacy (Verified),China,97.13644739533801,0.0,92.70551093005626,6.379280672643875,2.5370696496405105,True,10.0,7.5,8.8,1.0,0.7268627951294445,False
MED000459,Sulfolol®,Painkiller,Injection,Abbott,N431341,06/2026,121.76,Hospital Pharmacy,China,97.5758366581912,0.37921615061205793,94.20864532087452,7.028037391536957,3.2583351069488273,True,8.6,9.1,9.4,0.0,0.9166622006332872,False
MED000460,Yqzzrvfqw,Hormone,Tablet,Johnson & Johnson,Y7950712,02/2028,101.0,Hospital Pharmacy,Switzerland,102.6722490896355,0.7643565461002015,93.24564157310341,6.728697539384093,4.44426100134819,True,9.1,7.9,9.7,0.0,1.2610599080929097,False
MED000461,Loradipine 32®,Antipsychotic,Ointment,Johnson & Johnson,W69600,07/2027,42.03,Street Vendor,Switzerland,61.95546963706151,2.3102036118821285,78.46437309917714,8.90256568212845,12.154223801861928,False,5.6,1.0,6.8,1.0,-3.5189751792090256,True
MED000462,Tamdipine,Antipsychotic,Tablet,Bristol-Myers Squibb,0913866,12/2026,130.45,Hospital Pharmacy,USA,106.91963088632102,0.5496445632259588,88.22191775512694,6.853059990855797,0.14131052465930427,True,8.8,9.6,9.6,0.0,0.32036153336025996,False
MED000463,Smsqfxlse 91,Antidiabetic,Ointment,Takeda,40476610,08/2028,31.4,Unknown Source,Switzerland,94.89368394024565,0.1685748137601118,94.20136781251364,6.91813754192627,4.610902106418607,True,7.0,9.3,9.2,0.0,0.514917852048976,False
MED000464,Isostatin,Antipsychotic,Syrup,Amgen,0164578,05/2034,111.38,Official Pharmacy,China,96.98515980020808,0.6654458175883429,86.87606671155021,7.036866979648669,1.3568288267577335,True,8.8,9.4,9.9,0.0,-0.12294075319194653,False
MED000465,Loraprazole,Antipsychotic,Syrup,Merck,M034855,03/2028,30.54,Hospital Pharmacy,USA,109.01683847826169,0.4692499503522821,91.02921025933567,6.8921917680521085,2.9990102172197757,True,6.7,8.8,8.9,0.0,0.806392558016902,False
MED000466,Zoloxacin,Antihistamine,Tablet,Bayer,116490408,11/2028,70.2,Online Pharmacy (Verified),Germany,106.86051759793862,0.8687160936965088,93.0212167856118,6.99387338758852,3.4977307894894762,True,7.7,8.8,9.5,1.0,0.010184095187476594,False
MED000467,Dexpril,Antidiabetic,Capsule,GlaxoSmithKline,074014897,05/2025,98.25,Official Pharmacy,India,90.48827249798379,0.022842859166402663,90.81628857332758,6.802894860795694,1.4464387294692411,True,8.8,8.9,8.3,0.0,1.0266334533303816,False
MED000468,Oxycillin,Painkiller,Gel,Pfizer,H81694,11/2026,111.13,Hospital Pharmacy,India,107.96491401721954,0.34372811977807477,93.48640791918646,6.89481665421039,1.8495433190891695,False,8.5,8.1,9.4,1.0,0.1794408012578838,False
MED000469,Fludipine 17,Painkiller,Tablet,Merck,971344322,06/2028,51.3,Direct from Distributor,Unknown,95.71309995878859,0.0,89.37747204164768,6.18647137209453,1.8316220047848761,True,5.6,10.0,9.4,1.0,0.6625474175479793,False
MED000470,Ifkxvad,Antipsychotic,Tablet,Eli Lilly,M503995,06/2025,98.75,Online Pharmacy (Unverified),Switzerland,104.96560094668692,3.936658016420534,85.40669872200425,5.198016516113422,14.785692600933242,False,5.0,8.9,8.8,2.0,-6.529347487700914,True
MED000471,Glistatin 7,Antiviral,Injection,Bristol-Myers Squibb,B482282,03/2028,96.98,Official Pharmacy,USA,97.76144614834344,0.22829718507549324,93.55993607526457,6.052518795784965,0.31450094652519267,True,8.7,8.4,8.8,0.0,0.39699987231760553,False
MED000472,Zoltidine®,Hormone,Tablet,Roche,D17893,10/2026,32.26,Hospital Pharmacy,India,102.79219119188019,0.7596654173059625,86.22042299900826,7.201034078479374,0.7358643414781987,True,7.4,8.7,9.3,1.0,1.3015738577286546,False
MED000473,Cmyqvjulo®,Hormone,Tablet,Takeda,D60194,02/2026,72.1,Hospital Pharmacy,USA,96.87223827504438,0.8058396784492032,86.0309250183979,6.802512731307867,2.264945600618481,True,9.2,9.3,9.0,0.0,1.456977884935629,False
MED000474,Azapril,Antibiotic,Tablet,Bristol-Myers Squibb,522629,05/2028,146.82,Online Pharmacy (Unverified),USA,96.11837712311291,1.099428330225902,90.14750965400988,7.3183089121500124,0.0,True,8.4,8.6,10.0,0.0,0.7995910084014712,False
MED000475,Benzpril,Antiviral,Capsule,Sanofi,688270713,06/2026,87.69,Official Pharmacy,UK,96.45649946523768,0.2895855826124162,83.60526306543593,7.260029343451541,1.532422843663296,True,9.7,9.2,9.2,0.0,0.2755341832659135,False
MED000476,Ketodipine,Cardiovascular,Injection,Johnson & Johnson,M71306,01/2027,153.78,Hospital Pharmacy,Japan,105.57845921583713,1.0308575139147722,97.48156787588591,6.890039621957831,1.7073388114297434,True,6.9,7.5,7.1,0.0,1.0773524519284017,False
MED000477,Valstatin,Painkiller,Cream,Eli Lilly,H717014,06/2027,32.07,Official Pharmacy,Germany,96.74752200809236,5.404373793094172,80.92846787600539,6.142858513435292,22.273373268173167,True,4.8,1.5,4.1,1.0,0.9942769004849228,True
MED000478,Loraprazole®,Antiviral,Cream,Eli Lilly,E61159,04/2027,35.35,Hospital Pharmacy,Japan,96.0637614571302,0.8362653333350025,91.15174921578826,7.01034083543985,1.1373083245842222,True,6.7,9.0,8.1,0.0,1.1468000865421089,False
MED000479,Hydrocillin 11®,Antibiotic,Cream,AstraZeneca,N9360085,04/2024,75.85,Official Pharmacy,China,97.92030056296295,0.407258787587732,92.77619192800955,7.4531853944906565,3.890226525394069,True,9.6,8.2,9.0,0.0,-0.2530575530988163,False
MED000480,Amstatin,Antibiotic,Cream,Eli Lilly,T5722493,07/2028,103.57,Hospital Pharmacy,India,99.64866820713947,0.5589476131197237,88.68423943141072,7.049031420351218,2.912221481445609,True,9.8,9.3,7.9,0.0,0.7661856753198293,False
MED000481,Paraprazole,Painkiller,Injection,Novartis,576185518,03/2027,60.71,Hospital Pharmacy,Japan,91.01200074040729,0.341866883289729,92.56574997074293,7.064011972188714,2.0973971592564253,True,10.0,10.0,8.9,0.0,0.7992850931613642,False
MED000482,Ikhawxhm,Hormone,Tablet,Pfizer,F712996,12/2028,141.52,Online Pharmacy (Unverified),Switzerland,100.52834004007508,0.7414893158568964,93.42238772059,6.130644824538173,4.410779814600538,True,8.8,10.0,9.6,0.0,0.3155842335666258,False
MED000483,Hydroformin,Antihistamine,Cream,Boehringer Ingelheim,045969,07/2028,95.02,Official Pharmacy,UK,105.06707841928342,0.06221292599732581,89.68380302324114,7.015281772287077,2.2952030703422786,True,8.8,8.6,9.6,0.0,0.37127600787395704,False
MED000484,Lzdzhwex,Hormone,Tablet,Novartis,Y6036630,10/2026,54.75,Online Pharmacy (Verified),USA,99.4470557583307,0.2680996317978809,87.17554969319885,7.9855518286333185,0.7496956350744919,True,8.8,7.0,9.5,0.0,-0.0537136647482066,False
MED000485,Iqzljyz,Antiviral,Gel,Johnson & Johnson,73137741,03/2027,92.42,Hospital Pharmacy,India,97.1196366236501,0.5514175272318179,84.31309139425834,7.07065141395067,1.848130237973713,True,9.3,9.3,7.7,1.0,0.7422297813352251,False
MED000486,Methsartan,Antidiabetic,Gel,Boehringer Ingelheim,8483803,02/2026,148.2,Direct from Distributor,China,94.5911964824876,0.5454455218519028,95.1699434468437,7.588438271451084,1.0906920894767214,True,8.5,8.7,9.6,0.0,0.053841410350549346,False
MED000487,Ketoprazole,Hormone,Cream,Abbott,0877682,06/2026,71.82,Hospital Pharmacy,USA,97.29809828864475,0.5209954241576568,82.26054703317348,7.18103400963159,0.759390336678585,True,6.6,8.2,9.2,0.0,0.8541808083649447,False
MED000488,Oxydipine,Painkiller,Capsule,GlaxoSmithKline,832210,03/2027,102.54,Unknown Source,Japan,60.96226571151594,3.8561910510374116,55.92260492939245,2.0,6.95318946942529,True,4.6,4.9,6.9,2.0,3.644924842137569,False
MED000489,Kxvrfb,Antipsychotic,Tablet,Sanofi,M174300,01/2034,94.47,Official Pharmacy,USA,98.4507908925543,0.15704482794612018,88.46511760389299,6.816942766734082,2.5236767687102564,True,8.1,9.2,10.0,0.0,0.6469165683372801,False
MED000490,Dexpril,Cardiovascular,Injection,Merck,89950781,07/2026,34.48,Online Pharmacy (Verified),Mexico,59.21711488133615,3.599310848403415,70.65126753187681,4.81015611182928,19.890764664816228,False,5.1,1.0,5.5,3.0,2.9355180653802693,True
MED000491,Isodronate®,Antiviral,Ointment,Roche,X6044210,05/2026,171.28,Online Pharmacy (Verified),China,92.85844146969673,0.14975878483869842,85.10493900204881,7.057143504639754,4.277739420225248,True,8.0,9.2,8.6,0.0,-0.18104972127699426,False
MED000492,Glitidine,Antiviral,Capsule,Merck,11442202,01/2028,36.81,Hospital Pharmacy,USA,94.2553220205012,0.36979571143584056,88.09208857741696,7.9363081132069535,3.6000145911577923,True,7.9,9.6,9.5,0.0,0.22441811288555702,False
MED000493,Ketoformin,Painkiller,Ointment,Amgen,S47374,04/2024,43.22,Direct from Distributor,Nigeria,95.74216319934644,0.0,89.65309473466377,7.981054763190493,1.6665578424113883,True,9.3,8.6,8.6,0.0,1.2063577547826183,False
MED000494,Hydrooxacin,Antihistamine,Capsule,Bayer,F998621,04/2026,121.8,Official Pharmacy,USA,92.96874036229279,0.7585921013648124,89.91811190854185,6.988256071855914,2.4597138715011386,True,10.0,8.5,8.5,0.0,0.013278907449307875,False
MED000495,Ylkersw 86,Antiviral,Injection,Abbott,915728,04/2028,69.68,Online Pharmacy (Verified),USA,100.19125546000672,0.7393616912282568,90.55236240902083,6.390998584923524,1.2305650948669191,True,8.4,8.5,9.5,0.0,0.13586970505304052,False
MED000496,Tamformin,Antiviral,Capsule,Sanofi,M4334281,01/2028,96.04,Hospital Pharmacy,USA,102.46625634651794,0.6534655920883031,85.963223996922,7.4187771047311415,3.575058801845772,True,7.4,8.5,7.9,0.0,0.48565224991878186,False
MED000497,Pbbhmj,Cardiovascular,Gel,Bristol-Myers Squibb,37673168,08/2028,73.43,Hospital Pharmacy,China,96.85382271439384,0.5088114004426216,93.33959246332742,7.30811435317769,2.6126479134395764,True,8.2,9.5,8.3,0.0,0.9563102100034074,False
MED000498,Amprazole®,Antihistamine,Tablet,Amgen,F842338,01/2027,108.0,Hospital Pharmacy,Brazil,97.55995556229803,0.41012505225490214,84.09239105994524,7.216823260029216,1.8524802635922955,True,7.4,8.4,9.1,0.0,0.4183358606843281,False
MED000499,Loradipine,Cardiovascular,Syrup,Sanofi,5674773,04/2026,81.6,Official Pharmacy,USA,103.55174694744666,0.0,86.1738741311772,6.852504972122804,3.6451302128920133,True,8.4,7.9,8.6,0.0,-0.21529730867495334,False
MED000500,Isoprazole 46,Antidiabetic,Syrup,Bristol-Myers Squibb,893830,06/2026,60.76,Online Pharmacy (Verified),Unknown,98.9372621467333,0.7338791283159373,89.5738581337457,6.225646536133528,2.0362922711979006,True,6.9,9.4,9.2,0.0,1.0734339589540824,False
MED000501,Veyclmjd,Cardiovascular,Cream,Johnson & Johnson,7585647,07/2027,72.64,Official Pharmacy,Switzerland,103.73938954095925,0.5491996908695571,100.0,6.545134809189313,0.9581673493127187,True,8.1,9.4,9.1,0.0,1.7247574943534725,False
MED000502,Aygqctucc,Antipsychotic,Gel,Boehringer Ingelheim,75157585,07/2027,107.34,Direct from Distributor,India,91.94088610951033,0.9746324561168067,92.44856648940993,6.7240778037243425,4.555558755120813,True,9.3,10.0,8.8,0.0,0.35044351042909366,False
MED000503,Sulfformin,Antidiabetic,Cream,Amgen,W329421,05/2025,68.03,Hospital Pharmacy,Unknown,100.02742858044955,0.4905085832395975,81.93463959377195,7.299852605856331,1.9855906829553325,True,8.5,10.0,7.6,1.0,0.8962043136491611,False
MED000504,Cefzole®,Cardiovascular,Tablet,GlaxoSmithKline,H258021,08/2026,71.23,Online Pharmacy (Verified),USA,104.30089155589401,0.4406152128182209,91.89794159291465,6.35626435273864,1.0989211451118626,True,9.0,10.0,9.1,0.0,0.08860555014146126,False
MED000505,Jkiieaqvb®,Antidiabetic,Injection,Takeda,952979,08/2027,18.14,Official Pharmacy,UK,50.96353961521082,3.681591872966826,90.88745216807546,6.2004270943710305,30.077403969688092,True,2.6,2.6,3.6,4.0,-5.210935503488642,True
MED000506,Ketoolol,Antihistamine,Tablet,Bristol-Myers Squibb,B6074826,01/2033,63.69,Official Pharmacy,India,112.91112781585636,0.24254301260004096,89.64916577263595,7.10734265335618,2.6747841750744694,True,9.0,9.5,9.6,0.0,1.122259820414174,False
MED000507,Mgowgheun,Cardiovascular,Cream,Sanofi,F175236,02/2028,115.02,Official Pharmacy,Switzerland,106.8107918045364,0.6464690022773225,87.9592628869047,5.565664666534921,0.0,True,7.5,9.0,9.3,0.0,1.1500361314943843,False
MED000508,Valformin®,Cardiovascular,Capsule,Abbott,T51737,01/2027,29.24,Online Pharmacy (Unverified),USA,96.96875791078313,0.6641626804806134,87.24703554427252,8.133956622761605,2.4151570382104177,True,8.4,8.4,7.7,0.0,0.8880154161119662,False
MED000509,Fludronate®,Painkiller,Ointment,Takeda,66171296,01/2024,100.77,Hospital Pharmacy,India,91.84018989006609,0.8988046460158334,91.02048967043676,7.336324553163317,4.580471705951229,True,9.6,10.0,8.6,0.0,0.9367569271555656,False
MED000510,Oxymycin,Cardiovascular,Gel,Merck,34672589,10/2027,133.74,Hospital Pharmacy,USA,98.42184556930134,0.7733646385928226,88.80374512838425,6.7334398598595975,3.825885991862286,True,8.8,9.3,9.6,0.0,1.0654976915949332,False
MED000511,Dbxxjcbyq®,Antidiabetic,Tablet,Eli Lilly,M38326,09/2026,37.86,Direct from Distributor,Brazil,105.4690166685062,0.3679346090074036,93.16476126948872,7.244576479806099,3.5666885754236657,True,8.9,10.0,10.0,0.0,0.5377620734768964,False
MED000512,Dexdronate,Painkiller,Tablet,Amgen,A0803938,04/2026,66.42,Official Pharmacy,Japan,95.18532500921545,0.08814113362299236,83.47367457519694,6.647195386346137,2.9564724725416442,True,8.2,9.0,9.0,0.0,-0.547701825032139,False
MED000513,Erysartan®,Antidiabetic,Injection,Johnson & Johnson,836861,02/2027,53.87,Official Pharmacy,Brazil,70.55715010290818,0.6001116867000245,61.758816587060075,5.495299746395108,17.151412811697497,False,4.9,8.6,6.0,4.0,-2.710859211183168,True
MED000514,Zolformin,Hormone,Cream,Bayer,X3550978,10/2028,26.27,Online Pharmacy (Unverified),China,109.7391282206296,4.799255490545491,72.4127578809374,4.980011427518674,0.0,True,5.0,4.7,6.4,5.0,12.062917554598863,False
MED000515,Ceftidine,Cardiovascular,Tablet,Abbott,51657690,04/2024,96.12,Official Pharmacy,USA,98.98295056503409,0.7999169453881059,83.96953287292388,6.829853566244469,3.784695636020862,True,7.6,9.4,7.8,1.0,0.4576298402362989,False
MED000516,Hydrosartan,Cardiovascular,Capsule,Takeda,W638029,08/2027,73.23,Official Pharmacy,Japan,95.79552571997218,0.3659473850146955,91.0062359952963,6.460284827881363,1.4584027918383073,True,8.4,9.2,8.5,0.0,0.1740925602942764,False
MED000517,Ypsypov®,Hormone,Ointment,Takeda,T29457,07/2028,24.79,Hospital Pharmacy,China,99.63221793417863,0.38172015213292165,91.36307778413634,7.566741268807497,3.0309700118919314,True,8.8,8.5,8.4,0.0,0.31516993872017635,False
MED000518,Uhqpwjj 38,Antidiabetic,Capsule,Roche,R27322,04/2024,16.08,Street Vendor,Switzerland,61.45850638732745,0.0,49.529414259831626,3.846417813349874,28.673672461978597,False,2.6,10.0,2.5,1.0,1.68981944187788,True
MED000519,Ketovastatin,Hormone,Syrup,Bayer,R6171073,02/2026,123.37,Official Pharmacy,Switzerland,101.17590072675645,0.4089341790956892,94.40689811887091,7.332264716054924,2.626006744035508,True,8.5,9.4,9.1,0.0,0.6953905043428559,False
MED000520,Yuefqysd,Antihistamine,Cream,Boehringer Ingelheim,N26671,05/2028,116.68,Official Pharmacy,India,103.92515931822422,1.082418797976326,85.61141398551804,7.430654191273483,3.596181038862439,True,8.3,10.0,9.0,0.0,0.6702261926322239,False
MED000521,Oxystatin,Antihistamine,Capsule,Bristol-Myers Squibb,X8004476,05/2026,36.8,Unknown Source,India,90.51545707819575,3.9399837855045474,88.4858188560695,2.8848634882399082,15.34285933717711,True,4.6,1.6,1.9,4.0,1.3357713563910527,True
MED000522,Fluformin®,Antipsychotic,Injection,Sanofi,321864825,11/2030,112.47,Hospital Pharmacy,India,95.13730424923696,0.6403896545356567,85.66071661127832,7.794093144384113,0.20428342326244664,True,8.4,8.6,8.7,0.0,-0.18173968009875685,False
MED000523,Imfttuc 53,Antihistamine,Ointment,Roche,079253526,02/2026,88.36,Official Pharmacy,Switzerland,103.94388188069466,0.7405176896598095,82.67242986725896,7.403004796139908,2.6488025719091968,True,9.2,8.8,7.6,0.0,0.8454694652841976,False
MED000524,Amzole®,Antiviral,Cream,AstraZeneca,C28717,12/2028,63.9,Official Pharmacy,USA,100.8138623541648,0.9397959003638283,90.4467312205679,6.4017356228518185,2.489455622955561,True,8.3,7.5,8.2,0.0,0.498169349025666,False
MED000525,Qskthnz,Painkiller,Capsule,GlaxoSmithKline,2941951,05/2033,135.53,Hospital Pharmacy,Brazil,94.31706848830433,0.5899543167507072,84.22252831192608,6.7426343182686335,3.6578410199828024,True,7.6,9.5,9.2,0.0,0.9692969461656014,False
MED000526,Tampril,Painkiller,Tablet,AstraZeneca,20770508,12/2028,50.54,Official Pharmacy,Switzerland,101.18204156598875,0.3420237050107965,92.94543328306469,6.76318047681419,0.0,True,8.0,9.5,8.8,0.0,0.6580417061339251,False
MED000527,Amsartan,Hormone,Cream,Merck,U01367,06/2026,37.0,Online Pharmacy (Verified),China,100.21742507122927,0.10375747568495625,95.06464717700925,6.688242565774744,1.8312310541554864,True,9.5,9.5,8.8,0.0,0.6931766248283484,False
MED000528,Benzmycin®,Antihistamine,Capsule,Amgen,E0250203,01/2028,65.18,Hospital Pharmacy,Switzerland,104.0428331635968,0.36746320524646314,97.59860116999567,6.751193534397962,1.3190457772752493,True,8.7,8.8,8.1,0.0,0.30231226276064765,False
MED000529,Dlwbxsyeh,Hormone,Gel,Boehringer Ingelheim,E296583,09/2026,59.87,Online Pharmacy (Unverified),Japan,96.18212512733801,0.5892441597697764,84.55349526846001,6.535298259730305,1.672611032192295,True,7.4,8.7,9.9,0.0,0.8768681654627674,False
MED000530,Parastatin®,Cardiovascular,Tablet,Roche,J918644,02/2024,65.34,Hospital Pharmacy,Switzerland,96.11997328638658,0.6556133394714915,93.28333817511889,8.014309085118313,4.135080898769519,True,8.9,9.2,7.3,0.0,0.8501199976270298,False
MED000531,Amzole 57,Painkiller,Syrup,AstraZeneca,Q487544,03/2026,141.23,Hospital Pharmacy,USA,93.20592146599574,0.40385177889037527,100.0,6.946064961868813,5.635586247722267,True,7.7,9.4,10.0,0.0,0.629126608956592,False
MED000532,Rifpril,Antidiabetic,Ointment,Abbott,425820,05/2028,90.43,Street Vendor,Switzerland,79.96861883540574,0.0,58.55201486115418,10.047806262472609,35.06468636490368,False,1.1,4.7,4.7,5.0,7.642951109351703,True
MED000533,Amdronate 23,Cardiovascular,Cream,Takeda,N893942,05/2030,32.04,Official Pharmacy,Mexico,89.97606933775913,0.29648202135763546,88.1502809159799,7.202705772445731,4.361815927766568,True,8.6,9.0,9.3,0.0,0.7049925182974994,False
MED000534,Oxystatin,Painkiller,Cream,Johnson & Johnson,Z3961037,04/2024,72.01,Official Pharmacy,USA,98.6733082664697,0.40994197725332476,92.58649270875803,7.331043651553341,2.0503143348763793,True,9.5,8.6,8.6,0.0,0.7123212763322456,False
MED000535,Oxystatin 23,Antibiotic,Capsule,GlaxoSmithKline,P233226,10/2027,17.53,Unknown Source,UK,44.21436941088433,3.050936756983835,100.0,7.63565535490374,14.049461530391186,True,2.1,1.8,6.9,1.0,8.587662931975249,True
MED000536,Valformin,Painkiller,Syrup,Merck,K377506,06/2026,29.49,Official Pharmacy,Nigeria,96.61880301777255,2.2307668128501805,87.17914215861181,6.95725436211278,26.589952918356495,False,2.3,3.8,5.9,4.0,4.479966229896034,True
MED000537,Jqbfeier,Antihistamine,Injection,Johnson & Johnson,F823891,02/2024,116.18,Direct from Distributor,USA,98.83858604314369,0.37354983832864497,86.94266851217134,7.579713772180481,0.47528137926768377,True,7.8,7.7,8.8,0.0,0.5279573225179447,False
MED000538,Lorastatin®,Antidiabetic,Capsule,Amgen,J4278048,02/2028,20.23,Direct from Distributor,USA,91.1746911287629,0.8503018429216054,85.25334480854045,7.306750541579829,2.8704497302915364,True,7.4,9.8,8.8,0.0,0.05846227672435311,False
MED000539,Paracillin,Painkiller,Capsule,Pfizer,N75124,05/2027,72.68,Hospital Pharmacy,Brazil,69.26264565875134,2.1635893113175175,68.33469704456058,4.937283125011625,36.193173346705905,False,1.5,4.0,9.3,3.0,4.922437140722089,True
MED000540,Wgoftivt,Hormone,Injection,Amgen,06694952,07/2027,71.28,Online Pharmacy (Unverified),India,67.80388303815887,3.708383176425649,30.968323283889838,4.412427680068049,0.0,False,3.6,5.8,5.9,1.0,-3.0290463621538724,True
MED000541,Zolcillin,Antipsychotic,Injection,Abbott,8108776,11/2026,136.47,Official Pharmacy,UK,102.76146549794846,0.843620488655801,88.46568303417078,6.90698918634951,4.802389758282072,True,8.9,9.1,9.4,0.0,-0.030378616693888305,False
MED000542,Hydrozole,Antiviral,Injection,Sanofi,270057790,02/2028,68.7,Online Pharmacy (Unverified),UK,79.2410104144571,2.817148792666552,69.01667037585773,5.993011674239473,10.006748458710565,True,3.7,4.7,5.8,1.0,5.007289000369256,True
MED000543,Azaformin 87®,Antihistamine,Ointment,Takeda,886091,04/2026,17.69,Online Pharmacy (Unverified),Nigeria,73.65177714416788,3.9924430869185086,23.49998053066482,3.273458184861301,12.906843170270623,False,4.3,3.8,6.3,2.0,6.15837863342183,True
MED000544,Oxyprazole,Antipsychotic,Injection,Johnson & Johnson,41242905,07/2027,29.39,Official Pharmacy,USA,103.19255475306913,0.6272745579931487,90.22972473229444,7.139180618981324,2.017006030123232,True,8.4,7.9,8.9,1.0,0.23682091576790926,False
MED000545,Cefcillin®,Antipsychotic,Gel,Takeda,89761944,04/2024,77.98,Hospital Pharmacy,Germany,90.70337226443098,0.336941795968658,91.1955517176827,6.796096494273499,4.784691363294241,True,8.6,9.5,9.9,0.0,1.2677390886495976,False
